Time,Latitude,Longitude,Altitude,Speed
2024-03-13 11:33:07.804,10.7811734,106.6315314,7.200000286102295,0.0
2024-03-13 11:33:19.698,10.7810109,106.6316015,7.200000286102295,0.5337912440299988
2024-03-13 11:33:24.773,10.7807916,106.6314837,7.200000286102295,5.315047740936279
2024-03-13 11:33:29.799,10.7807517,106.6314719,7.200000286102295,1.4060112237930298
2024-03-13 11:33:34.789,10.7809114,106.6315229,7.200000286102295,1.1155058145523071
2024-03-13 11:33:39.771,10.7809697,106.6313622,7.200000286102295,1.623836636543274
2024-03-13 11:33:44.855,10.7808479,106.6313591,7.200000286102295,2.31221342086792
2024-03-13 11:33:49.865,10.7806834,106.6312822,7.200000286102295,3.812962532043457
2024-03-13 11:33:54.892,10.7806514,106.631275,5.800000190734863,1.556519865989685
2024-03-13 11:33:59.896,10.7806634,106.6312746,5.800000190734863,0.1952919363975525
2024-03-13 11:34:06.484,10.7807487,106.6314067,9.22043512883059,2.5270047187805176
2024-03-13 11:34:10.483,10.7805104,106.6313093,9.89010438598216,4.2189483642578125
2024-03-13 11:34:14.484,10.7802721,106.6311478,9.304000031217765,5.721641540527344
2024-03-13 11:34:19.484,10.7800404,106.6311174,7.099999904632568,3.8677899837493896
2024-03-13 11:34:24.484,10.7798124,106.631064,7.400000095367432,5.70526123046875
2024-03-13 11:34:29.483,10.779509,106.631052,6.400000095367432,7.016268730163574
2024-03-13 11:34:34.484,10.7791789,106.6309769,6.900000095367432,7.142890930175781
2024-03-13 11:34:39.484,10.7789127,106.6310043,6.900000095367432,4.394534111022949
2024-03-13 11:34:44.483,10.7787657,106.6308997,6.900000095367432,5.815583229064941
2024-03-13 11:34:47.484,10.7786718,106.6307683,6.900000095367432,5.83933687210083
2024-03-13 11:34:55.482,10.7784766,106.6306484,6.900000095367432,6.213874816894531
2024-03-13 11:34:59.484,10.7782551,106.6305972,6.900000095367432,6.141404628753662
2024-03-13 11:35:04.483,10.7780044,106.6305193,6.900000095367432,4.900270462036133
2024-03-13 11:35:09.484,10.7778208,106.6305056,5.699999809265137,2.249706506729126
2024-03-13 11:35:14.484,10.777755,106.6307336,5.699999809265137,5.940611839294434
2024-03-13 11:35:17.483,10.7776938,106.6308906,5.699999809265137,5.9697346687316895
2024-03-13 11:35:25.483,10.7773999,106.6309677,5.699999809265137,5.57684850692749
2024-03-13 11:35:29.484,10.7771956,106.6308948,5.699999809265137,5.680237770080566
