Time,Latitude,Longitude,Altitude,Speed
2024-04-04 17:24:20.107,10.7808485,106.6316905,7.200000286102295,0.0
2024-04-04 17:25:13.598,10.7808571,106.6313543,6.5,0.0
2024-04-04 17:25:18.069,10.7810189,106.6314683,6.5,3.582826614379883
2024-04-04 17:25:21.091,10.7811056,106.6313725,6.5,4.156087875366211
2024-04-04 17:25:24.092,10.78119,106.6314042,6.5,3.2687315940856934
2024-04-04 17:25:28.304,10.7813015,106.6314347,5.099999904632568,3.2412214279174805
2024-04-04 17:25:31.089,10.7813718,106.6315235,5.099999904632568,4.426682949066162
2024-04-04 17:25:33.360,10.7813903,106.631604,5.099999904632568,4.412963390350342
2024-04-04 17:25:36.091,10.7812588,106.6318852,5.099999904632568,7.012740135192871
2024-04-04 17:25:41.089,10.781175,106.6321622,5.099999904632568,5.70458459854126
2024-04-04 17:25:46.091,10.7811153,106.6324686,5.099999904632568,8.151823997497559
2024-04-04 17:25:51.090,10.7810327,106.6328302,5.099999904632568,8.508301734924316
2024-04-04 17:25:56.091,10.7809616,106.6332,5.099999904632568,6.139413833618164
2024-04-04 17:26:01.091,10.7809883,106.6333642,5.099999904632568,2.7116668224334717
2024-04-04 17:26:06.090,10.7811557,106.6333707,6.200000286102295,4.725050926208496
2024-04-04 17:26:11.091,10.7814409,106.63337,6.400000095367432,5.958141326904297
2024-04-04 17:26:16.091,10.781717,106.63335,6.400000095367432,6.069240570068359
2024-04-04 17:26:21.091,10.782037,106.6333876,6.400000095367432,7.581689834594727
2024-04-04 17:26:26.090,10.7823684,106.6334937,6.400000095367432,7.341503620147705
2024-04-04 17:26:31.091,10.7826447,106.6335956,6.400000095367432,7.419281482696533
2024-04-04 17:26:36.091,10.7829849,106.6336958,6.400000095367432,7.439836502075195
2024-04-04 17:26:41.091,10.7832466,106.6337441,6.400000095367432,3.924081802368164
2024-04-04 17:26:46.091,10.7833744,106.6336226,6.400000095367432,5.932558536529541
2024-04-04 17:26:51.090,10.7834576,106.6333392,7.599999904632568,5.333601474761963
2024-04-04 17:26:56.091,10.7835448,106.6331141,7.599999904632568,6.335666179656982
2024-04-04 17:27:01.090,10.7836533,106.632841,7.599999904632568,6.0812668800354
2024-04-04 17:27:06.089,10.783797,106.6327379,7.599999904632568,5.029842853546143
2024-04-04 17:27:11.091,10.7841515,106.6328781,7.599999904632568,11.115474700927734
2024-04-04 17:27:16.091,10.7846728,106.6330727,7.599999904632568,9.407410621643066
2024-04-04 17:27:21.091,10.784934,106.6332082,7.599999904632568,3.06790828704834
2024-04-04 17:27:26.091,10.7850122,106.6332704,7.599999904632568,2.3018910884857178
2024-04-04 17:27:31.090,10.7851448,106.6333636,7.099999904632568,6.12955379486084
2024-04-04 17:27:36.090,10.7853945,106.6335481,7.099999904632568,6.9486284255981445
2024-04-04 17:27:41.091,10.7856878,106.6337753,7.099999904632568,8.953666687011719
2024-04-04 17:27:46.090,10.7859991,106.6340191,7.099999904632568,8.880184173583984
2024-04-04 17:27:51.090,10.7863168,106.6342871,7.099999904632568,8.281696319580078
2024-04-04 17:27:56.090,10.7865649,106.6345088,7.099999904632568,7.172579288482666
2024-04-04 17:28:01.091,10.7868308,106.6347367,7.099999904632568,7.957916259765625
2024-04-04 17:28:06.091,10.7870478,106.6349115,7.099999904632568,3.6405880451202393
2024-04-04 17:28:11.090,10.7871619,106.6349374,7.099999904632568,2.3230555057525635
2024-04-04 17:28:16.091,10.7872472,106.634753,6.900000095367432,7.054024696350098
2024-04-04 17:28:21.090,10.7874123,106.6343799,6.800000190734863,9.262274742126465
2024-04-04 17:28:26.090,10.7875762,106.6339856,6.800000190734863,9.121026992797852
2024-04-04 17:28:31.091,10.7876797,106.6337059,6.800000190734863,4.485096454620361
2024-04-04 17:28:36.091,10.7877381,106.6335906,6.800000190734863,1.4486085176467896
2024-04-04 17:28:42.090,10.787745,106.6336072,7.0,0.6294069886207581
2024-04-04 17:28:47.090,10.787743,106.6336157,6.400000095367432,0.16512520611286163
2024-04-04 17:28:51.090,10.7877549,106.6335759,7.0,4.114899635314941
2024-04-04 17:28:56.090,10.7877728,106.633276,6.400000095367432,6.545997619628906
2024-04-04 17:29:01.091,10.7878192,106.6328854,6.400000095367432,9.836625099182129
2024-04-04 17:29:06.090,10.7878705,106.6324103,6.400000095367432,10.198970794677734
2024-04-04 17:29:11.089,10.7879461,106.6319403,6.400000095367432,10.748055458068848
2024-04-04 17:29:16.090,10.7880288,106.6314706,6.400000095367432,9.454766273498535
2024-04-04 17:29:21.091,10.7880884,106.6310086,6.400000095367432,10.207082748413086
2024-04-04 17:29:26.091,10.7881355,106.6305892,6.400000095367432,8.376858711242676
2024-04-04 17:29:31.090,10.7881576,106.6302508,6.400000095367432,7.1144914627075195
2024-04-04 17:29:36.091,10.7881674,106.6298856,6.400000095367432,9.949511528015137
2024-04-04 17:29:41.090,10.7881784,106.6294505,6.400000095367432,8.595059394836426
2024-04-04 17:29:46.091,10.7881277,106.6290805,6.400000095367432,7.723669528961182
