Time,Latitude,Longitude,Altitude,Speed
2024-04-04 17:29:51.091,10.7880055,106.6286749,6.400000095367432,9.543911933898926
2024-04-04 17:29:56.090,10.7878671,106.6282227,6.400000095367432,11.035213470458984
2024-04-04 17:30:01.090,10.7877222,106.6277097,6.400000095367432,11.955912590026855
2024-04-04 17:30:06.091,10.7876969,106.6272191,6.400000095367432,8.922083854675293
2024-04-04 17:30:11.090,10.7877649,106.6268856,6.400000095367432,8.530961036682129
2024-04-04 17:30:16.091,10.787833,106.626651,6.400000095367432,3.4216113090515137
2024-04-04 17:30:21.091,10.7880008,106.6266533,6.400000095367432,3.091555595397949
2024-04-04 17:30:26.090,10.7881942,106.626695,4.599999904632568,3.898855447769165
2024-04-04 17:30:31.090,10.7883553,106.626697,4.800000190734863,0.1792728453874588
2024-04-04 17:30:36.090,10.7883982,106.6267105,4.599999904632568,2.8299131393432617
2024-04-04 17:30:41.091,10.7886213,106.6268948,4.800000190734863,7.061394691467285
2024-04-04 17:30:46.090,10.7888754,106.6271126,4.800000190734863,7.565232753753662
2024-04-04 17:30:51.091,10.7891533,106.6272227,4.800000190734863,6.59372091293335
2024-04-04 17:30:56.090,10.7894035,106.627422,4.800000190734863,8.01439094543457
2024-04-04 17:31:01.091,10.7896195,106.6277157,4.800000190734863,7.022655963897705
2024-04-04 17:31:06.089,10.7898105,106.6279608,4.800000190734863,7.149331092834473
2024-04-04 17:31:11.089,10.7899926,106.6282418,4.800000190734863,7.528209209442139
2024-04-04 17:31:16.089,10.7900198,106.6284719,4.800000190734863,3.8838367462158203
2024-04-04 17:31:22.090,10.7896062,106.6285174,4.800000190734863,8.397297859191895
2024-04-04 17:31:26.089,10.7892838,106.628561,4.800000190734863,7.9325151443481445
2024-04-04 17:31:31.088,10.7889663,106.6286066,4.800000190734863,6.903811931610107
2024-04-04 17:31:36.090,10.7886574,106.628629,4.800000190734863,7.248606204986572
2024-04-04 17:31:41.089,10.7883775,106.628688,4.800000190734863,5.686977863311768
2024-04-04 17:31:46.090,10.7881288,106.6287188,4.800000190734863,4.1374969482421875
2024-04-04 17:31:51.089,10.78801,106.6287699,5.0,1.1752219200134277
2024-04-04 17:31:56.089,10.7880428,106.6289447,4.900000095367432,5.984592914581299
2024-04-04 17:32:01.090,10.7881085,106.6292686,5.300000190734863,7.894753456115723
2024-04-04 17:32:06.089,10.7881367,106.629664,5.300000190734863,8.169178009033203
2024-04-04 17:32:11.089,10.7881211,106.6300376,5.300000190734863,7.273647785186768
2024-04-04 17:32:16.090,10.7881134,106.6303066,5.300000190734863,4.161439895629883
2024-04-04 17:32:21.088,10.7881065,106.6305059,5.300000190734863,6.002297401428223
2024-04-04 17:32:26.090,10.7880856,106.6308121,5.300000190734863,6.688303470611572
2024-04-04 17:32:31.090,10.788021,106.6311248,5.300000190734863,7.762809753417969
2024-04-04 17:32:36.089,10.7879742,106.6315419,5.300000190734863,10.418431282043457
2024-04-04 17:32:41.090,10.7879138,106.6320167,5.300000190734863,10.320463180541992
2024-04-04 17:32:46.090,10.7878906,106.6323971,5.300000190734863,6.8631792068481445
2024-04-04 17:32:51.088,10.7878527,106.6327104,5.300000190734863,8.443914413452148
2024-04-04 17:32:56.090,10.7877959,106.6330895,5.300000190734863,7.912136554718018
2024-04-04 17:33:01.090,10.7877363,106.6333972,5.300000190734863,6.64804744720459
2024-04-04 17:33:06.089,10.7875186,106.6334446,5.300000190734863,7.11607027053833
2024-04-04 17:33:11.089,10.7872385,106.6331519,5.300000190734863,8.525834083557129
2024-04-04 17:33:16.090,10.7869514,106.6328569,5.300000190734863,8.819205284118652
2024-04-04 17:33:21.090,10.7866396,106.6325823,5.300000190734863,8.401091575622559
2024-04-04 17:33:26.090,10.7863568,106.6323088,5.300000190734863,8.33021068572998
2024-04-04 17:33:31.089,10.786108,106.6321536,5.300000190734863,4.430450916290283
2024-04-04 17:33:37.088,10.785881,106.63237,5.300000190734863,6.994449615478516
2024-04-04 17:33:41.090,10.7857402,106.6326301,5.300000190734863,7.048760414123535
2024-04-04 17:33:46.090,10.785572,106.6329355,5.300000190734863,6.691917896270752
2024-04-04 17:33:51.090,10.7854013,106.6331919,5.300000190734863,6.193048000335693
2024-04-04 17:33:56.090,10.7852616,106.633392,5.300000190734863,3.1177661418914795
2024-04-04 17:34:01.089,10.7850814,106.6333349,7.099999904632568,4.256197452545166
2024-04-04 17:34:06.090,10.7848494,106.6331755,7.200000286102295,6.964866638183594
2024-04-04 17:34:11.089,10.7845297,106.6330183,7.200000286102295,7.6662516593933105
2024-04-04 17:34:16.089,10.7841973,106.6329051,7.200000286102295,7.888883113861084
2024-04-04 17:34:21.089,10.7839012,106.6327862,7.200000286102295,6.444670677185059
2024-04-04 17:34:26.089,10.7837268,106.6327293,7.200000286102295,1.9923975467681885
2024-04-04 17:34:31.090,10.7836431,106.6328407,7.700000286102295,5.1334075927734375
2024-04-04 17:34:36.090,10.783533,106.6330835,7.800000190734863,5.849145412445068
2024-04-04 17:34:41.088,10.7834232,106.6333891,7.800000190734863,7.633322238922119
2024-04-04 17:34:46.089,10.7833085,106.6336466,7.800000190734863,3.7111387252807617
2024-04-04 17:34:51.090,10.783217,106.6337445,7.800000190734863,3.0213794708251953
2024-04-04 17:34:56.089,10.7829601,106.6336795,7.5,6.5530195236206055
2024-04-04 17:35:01.090,10.7825974,106.6335761,7.400000095367432,8.088236808776855
2024-04-04 17:35:06.089,10.78224,106.633442,7.400000095367432,8.587797164916992
2024-04-04 17:35:11.090,10.7818577,106.6333572,7.400000095367432,7.674046039581299
2024-04-04 17:35:16.090,10.7815444,106.6333666,7.400000095367432,7.210930824279785
2024-04-04 17:35:21.089,10.7812501,106.6333875,5.233492914909732,6.044117450714111
2024-04-04 17:35:27.089,10.7810345,106.6333515,5.7070222013230705,1.9120622873306274
2024-04-04 17:35:31.089,10.7810065,106.6333067,6.400000095367432,1.3217908143997192
2024-04-04 17:35:36.089,10.7810296,106.6330373,6.300000190734863,8.011758804321289
2024-04-04 17:35:41.089,10.7811107,106.632651,6.300000190734863,8.691495895385742
2024-04-04 17:35:46.090,10.7811855,106.6322779,6.300000190734863,7.2948079109191895
2024-04-04 17:35:51.088,10.7812017,106.6321042,6.300000190734863,2.82749080657959
2024-04-04 17:35:56.090,10.7812278,106.631931,6.300000190734863,4.126490592956543
2024-04-04 17:36:01.090,10.7812498,106.6317615,5.0,4.148629665374756
2024-04-04 17:36:06.088,10.7812832,106.631587,5.099999904632568,2.289997100830078
2024-04-04 17:36:11.090,10.7813277,106.6314922,5.099999904632568,2.5593924522399902
2024-04-04 17:36:16.090,10.7812437,106.6314169,5.699999809265137,4.722018241882324
2024-04-04 17:36:21.088,10.7810064,106.6313483,6.200000286102295,3.428102970123291
2024-04-04 17:36:26.088,10.7807531,106.6313232,6.5,5.726287364959717
2024-04-04 17:36:32.089,10.7806096,106.6313511,6.200000286102295,1.1410092115402222
2024-04-04 17:36:36.447,10.7805992,106.6313926,3.9000000953674316,1.1319338083267212
2024-04-04 17:36:41.513,10.7804877,106.6312721,3.9000000953674316,3.224961042404175
2024-04-04 17:36:46.526,10.7806316,106.6313967,4.539956635865352,3.8582518100738525
2024-04-04 17:36:51.561,10.7808224,106.6315356,4.84533179650515,4.568299293518066
2024-04-04 17:36:56.542,10.7809738,106.6315734,3.9000000953674316,3.9889297485351562
2024-04-04 17:37:01.571,10.7809352,106.6315787,3.9000000953674316,2.0234084129333496
